did,snippet_id,var_name,cognitive_complexity,value,pl,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR
10,9,10_duration,3,17.679,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,16,13,NA,NA,0,0,0,0,3,1,1,0,1,0,0,0,0,0,7,7,0,0
10,90,10_duration,4,44.248,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,45,22,NA,NA,0,0,0,0,3,2,2,0,1,0,0,0,0,0,12,12,0,0
10,91,10_duration,0,19.021,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,13,11,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,5,0,0
10,92,10_duration,0,14.111,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,13,11,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,5,0,0
10,93,10_duration,0,24.182,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,19,13,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,6,0,0
10,94,10_duration,0,18.963,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,19,13,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,6,0,0
10,95,10_duration,0,27.584,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,25,15,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,7,0,0
10,96,10_duration,0,20.997,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,25,15,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,7,0,0
10,97,10_duration,0,9.5015,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,19,11,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,8,0,0
10,98,10_duration,0,10.2315,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,15,10,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,7,0,0
10,99,10_duration,1,10.605,C++,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18,13,NA,NA,0,0,0,0,2,1,1,0,1,0,0,0,0,0,7,9,0,0
2,1,2_response_time,1,25.0234,Java,0,0,0,0,0,0,0,0,93.4869,14.875,2694.02,193.613,39,25,149.668,181.11,107.91,63.105,80.1834,46.8909,2,1,1,0,0,0,0,0,0,0,9,9,6,1
2,10,2_response_time,6,21.0083,Java,0,0,0,0,0,0,0,0,92.5293,23.1111,7727.38,390.86,72,25,429.299,334.358,100.321,58.667,69.7439,40.7859,7,3,1,0,0,0,0,0,0,0,11,12,9,1
2,11,2_response_time,1,22.51305,Java,0,0,0,0,0,0,0,0,102.706,15.3,3419.24,226.962,47,27,189.958,223.48,106.816,62.4658,78.6064,45.9687,2,1,1,0,0,0,0,0,0,0,9,9,8,1
2,13,2_response_time,0,15.15905,Java,0,0,0,0,0,0,0,0,67.0195,11.25,1944.87,155.809,40,20,108.048,172.877,108.382,63.381,80.7625,47.2295,1,0,0,0,0,0,0,0,0,0,9,9,7,1
2,14,2_response_time,1,20.6025,Java,0,0,0,0,0,0,0,0,120.768,18.6667,4671.36,279.445,51,30,259.52,250.251,110.299,64.5026,83.6312,48.9072,2,1,1,0,0,0,0,0,0,0,7,7,7,1
2,17,2_response_time,4,33.50185,Java,0,0,0,0,0,0,0,0,138.974,15,6868.07,361.318,90,34,381.56,457.872,94.5813,55.3107,61.0566,35.7056,3,1,1,0,0,0,0,0,0,0,15,15,11,1
2,2,2_response_time,5,38.2515,Java,0,0,0,0,0,0,0,0,135.258,23.625,10129.8,468.166,85,33,562.765,428.773,94.6928,55.3759,61.3192,35.8592,4,2,2,0,0,0,0,0,0,0,15,15,13,1
2,20,2_response_time,4,25.9283,Java,0,0,0,0,0,0,0,0,140.344,17.7692,4972.02,291.31,55,34,276.223,279.81,100.757,58.9223,69.9664,40.916,3,2,2,0,0,0,0,0,0,0,12,12,8,1
2,21,2_response_time,2,54.6757,Java,0,0,0,0,0,0,0,0,167.149,20,9408.02,445.655,89,39,522.668,470.401,101.009,59.0699,70.3305,41.1289,3,1,1,0,0,0,0,0,0,0,10,11,11,1
2,22,2_response_time,2,43.55835,Java,0,0,0,0,0,0,0,0,191.155,20.1389,8195.92,406.504,75,43,455.329,406.97,101.993,59.6448,94.162,55.0655,2,1,1,0,0,0.0909091,1,0,0.0909091,1,10,10,7,1
2,7,2_response_time,3,22.9073,Java,0,0,0,0,0,0,0,0,123.73,18.2083,5051.63,294.411,56,31,280.646,277.435,107.37,62.7895,79.5068,46.4952,3,2,2,0,0,0,0,0,0,0,8,8,8,1
2,8,2_response_time,1,29.2336,Java,0,0,0,0,0,0,0,0,108.278,15.3,3236.31,218.793,44,28,179.795,211.524,107.102,62.633,79.0189,46.2099,2,1,1,0,0,0,0,0,0,0,9,10,6,1
4,a-se-1,4_time_tasks_a,0,32.0412121212121,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,7,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
4,a-se-2,4_time_tasks_a,0,17.2130303030303,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,7,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
4,a-se-3,4_time_tasks_a,3,106.15303030303,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,21,16,NA,NA,0,0,0,0,3,1,1,0,0,0,0,0,0,0,4,4,0,0
4,a-se-4,4_time_tasks_a,2,72.9157575757576,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18,13,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,4,0,0
4,a-se-5,4_time_tasks_a,2,90.7506060606061,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,25,14,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,5,0,0
4,a-se-6,4_time_tasks_a,2,49.0857575757576,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18,11,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,5,0,0
4,a-sef-1,4_time_tasks_a,0,34.2342424242424,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,14,9,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0
4,a-sef-2,4_time_tasks_a,0,16.2881818181818,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12,8,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0
4,a-sef-3,4_time_tasks_a,3,115.449696969697,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,32,19,NA,NA,0,0,0,0,4,2,1,0,0,0,0,0,0,0,4,4,0,0
4,a-sef-4,4_time_tasks_a,2,38.2254545454546,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,25,15,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,4,0,0
4,a-sef-5,4_time_tasks_a,2,57.2845454545455,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,29,14,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,6,6,0,0
4,a-sef-6,4_time_tasks_a,0,25.53,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12,9,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0
4,b-se-1,4_time_tasks_b,4,28.1573333333333,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,40,24,NA,NA,0,0,0,0,4,2,2,0,0,0,0,0,0,0,9,9,0,0
4,b-se-2,4_time_tasks_b,1,14.8686666666667,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,24,14,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,7,7,0,0
4,b-se-3,4_time_tasks_b,7,111.203333333333,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47,23,NA,NA,0,0,0,0,5,3,3,0,0,0,0,0,0,0,10,10,0,0
4,b-se-4,4_time_tasks_b,5,66.948,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,34,21,NA,NA,0,0,0,0,4,2,2,0,0,0,0,0,0,0,8,8,0,0
4,b-sef-1,4_time_tasks_b,4,31.8486666666667,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,63,28,NA,NA,0,0,0,0,4,2,2,0,0,0,1,0,0,1,12,12,0,0
4,b-sef-2,4_time_tasks_b,1,15.3673333333333,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,31,15,NA,NA,0,0,0,0,2,1,1,0,0,0,0,0,0,0,9,9,0,0
4,b-sef-3,4_time_tasks_b,8,118.322666666667,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,71,28,NA,NA,0,0,0,0,6,4,3,0,0,0,0,0,0,0,16,16,0,0
4,b-sef-4,4_time_tasks_b,5,41.4293333333333,C,0,0,0,0,0,0,0,0,NA,NA,NA,NA,54,26,NA,NA,0,0,0,0,4,2,2,0,0,0,0,0,0,0,10,10,0,0
5,oo-1,5_time_for_all_answers,1,110,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,26,0,0,0
5,oo-10,5_time_for_all_answers,6,222.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,66,0,0,0
5,oo-2,5_time_for_all_answers,4,136,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,31,0,0,0
5,oo-3,5_time_for_all_answers,4,201.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,30,0,0,0
5,oo-4,5_time_for_all_answers,2,93,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,33,0,0,0
5,oo-5,5_time_for_all_answers,3,174,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,50,0,0,0
5,oo-6,5_time_for_all_answers,2,180.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,45,0,0,0
5,oo-7,5_time_for_all_answers,0,120,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,44,0,0,0
5,oo-8,5_time_for_all_answers,2,120.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,37,0,0,0
5,oo-9,5_time_for_all_answers,2,177.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,65,0,0,0
5,rp-1,5_time_for_all_answers,1,73,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,11,0,0,0
5,rp-10,5_time_for_all_answers,7,232,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,51,0,0,0
5,rp-2,5_time_for_all_answers,0,48,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,7,0,0,0
5,rp-3,5_time_for_all_answers,2,139.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,11,0,0,0
5,rp-4,5_time_for_all_answers,2,51,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,14,0,0,0
5,rp-5,5_time_for_all_answers,4,150.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,37,0,0,0
5,rp-6,5_time_for_all_answers,4,148,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,32,0,0,0
5,rp-7,5_time_for_all_answers,1,78,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,30,0,0,0
5,rp-8,5_time_for_all_answers,2,115.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,24,0,0,0
5,rp-9,5_time_for_all_answers,2,181.5,Scala,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,29,0,0,0
6,com.fsck.k9.mail.store.imap.ImapResponseParserTest.testFetchResponse(),6_tnpu,0,47,Java,0,0,0,0,0,0,0,0,540.21,12.1959,25679.9,870.42,322,93,1426.66,2105.61,76.4275,44.6945,53.8335,31.4816,1,0,0,0,8,0.0645161,2,2,0.0645161,2,29,31,22,0
6,"com.fsck.k9.mail.store.RemoteStore.getInstance(android.content.Context,com.fsck.k9.mail.store.StoreConfig)",6_tnpu,9,63.5,Java,0,0,0,0,0,0,0,0,315.274,51.3333,46458.6,1292.34,152,62,2581.03,905.038,79.7768,46.6531,66.2445,38.7395,8,4,2,0,9,0.125,4,4,0.125,4,28,33,17,2
6,com.fsck.k9.mail.transport.SmtpTransportTest.open_withXoauth2Extension_shouldThrowOnMultipleFailure(),6_tnpu,1,60,Java,0,0,0,0,0,0,0,0,238.648,26.1739,22122,788.042,149,51,1229,845.191,81.5126,47.6682,61.5715,36.0067,2,1,1,0,9,0.0666667,2,2,0.0666667,2,28,30,22,0
6,com.fsck.k9.mailstore.StorageManager.StorageManager(android.content.Context),6_tnpu,4,15,Java,0,0,0,0,0,0,0,0,206.193,34,15963.4,633.991,86,44,886.854,469.511,94.2208,55.0999,106.697,62.3958,4,2,2,0,5,0.571429,20,5,0.571429,20,15,34,9,1
6,com.fsck.k9.message.html.HtmlConverterTest.testTextQuoteToHtmlBlockquote(),6_tnpu,0,80,Java,0,0,0,0,0,0,0,0,222.544,6.51429,3111.84,213.146,86,47,172.88,477.695,78.9315,46.1588,54.858,32.0807,1,0,0,0,3,0.047619,2,2,0.047619,2,40,40,4,0
6,"hudson.model.HealthReport.HealthReport(int,java.lang.String,org.jvnet.localizer.Localizable)",6_tnpu,13,37,Java,0.780142,1,10,2,0.709677,0.709677,22,22,198.606,14,11388.4,506.183,149,44,632.687,813.455,78.2227,45.7443,76.8536,44.9436,10,5,2,0,1,0.326087,15,15,0.326087,15,31,31,23,3
6,hudson.model.ViewJob._getRuns(),6_tnpu,12,42,Java,0,0,0,0,0,0,0,0,213.303,30.8571,18237.2,692.85,107,46,1013.18,591.021,80.875,47.2953,69.4241,40.5989,8,3,3,0,2,0.142857,5,1,0.142857,5,30,34,20,0
6,hudson.os.PosixAPI.get(),6_tnpu,4,25,Java,0,0,0,0,0,0,0,0,88.7106,14.25,2385.05,178.511,37,23,132.503,167.372,110.228,64.4608,115.464,67.5225,2,1,1,0,0,0.2,2,1,0.0833333,4,8,8,3,0
6,"hudson.util.Iterators.limit(java.util.Iterator<? extends T>,hudson.util.Iterators.CountingPredicate<? super T>)",6_tnpu,11,63,Java,0,0,0,0,0,0,0,0,61.303,7,817.305,87.4157,28,18,45.4058,116.758,123.56,72.257,149.881,87.6495,1,0,0,0,0,0.636364,7,7,0.175,7,4,4,1,2
6,"jenkins.util.AntClassLoader.loadClass(java.lang.String,boolean)",6_tnpu,11,83,Java,0,0,0,0,0,0,0,0,209.093,29.8421,21098.8,763.553,128,46,1172.16,707.016,78.6291,45.9819,80.6645,47.1722,7,3,3,0,6,0.421053,24,21,0.421053,24,33,37,19,2
6,me.kuehle.carreport.gui.dialog.EditFuelTypeDialogFragment.save(),6_tnpu,5,192,Java,0,0,0,0,0,0,0,0,209.093,29.8421,21098.8,763.553,128,46,1172.16,707.016,78.6291,45.9819,80.6645,47.1722,7,3,3,0,6,0.421053,24,21,0.421053,24,33,37,19,2
6,me.kuehle.carreport.gui.dialog.SetupWebDavSyncDialogActivity.onCreate(android.os.Bundle),6_tnpu,0,59.5,Java,0,0,0,0,0,0,0,0,277.016,28.087,29489.1,954.496,180,57,1638.28,1049.92,85.2751,49.8685,69.4823,40.6329,1,0,0,0,9,0.0869565,2,2,0.155556,7,21,24,16,1
6,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",6_tnpu,5,46,Java,0,0,0,0,0,0,0,0,356.883,58.6786,57307.9,1486.42,161,67,3183.77,976.64,84.2077,49.2443,62.0645,36.295,4,2,2,0,18,0.0434783,1,1,0.0714286,2,22,25,12,2
6,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",6_tnpu,2,65,Java,0,0,0,0,0,0,0,0,483.105,59.0571,106432,2245.85,279,88,5912.87,1802.18,70.3954,41.1669,57.3276,33.5249,3,1,1,0,22,0.188679,10,1,0.189655,11,43,61,27,2
6,me.kuehle.carreport.util.sync.provider.DropboxSyncProvider.downloadFile(),6_tnpu,7,61.5,Java,0,0,0,0,0,0,0,0,314.369,45.3214,37092.9,1112.23,138,61,2060.72,818.442,79.9613,46.761,59.5426,34.8203,7,3,3,0,11,0.0645161,2,2,0.0645161,2,29,31,16,0
6,"org.antlr.mojo.antlr4.GrammarDependencies.analyze(java.util.Set<java.io.File>,java.util.Set<java.io.File>,org.antlr.v4.Tool)",6_tnpu,9,189,Java,0,0,0,0,0,0,0,0,300.37,50.7105,58410.6,1505.43,195,60,3245.03,1151.84,77.6352,45.4007,73.8475,43.1856,7,2,2,0,6,0.285714,12,9,0.285714,12,30,42,18,3
6,org.antlr.v4.gui.TestRig.process(),6_tnpu,15,141.5,Java,0,0,0,0,0,0,0,0,631.669,67.2159,151492,2841.79,333,109,8416.2,2253.81,63.6353,37.2136,34.378,20.1041,10,3,3,0,4,0.0517241,3,1,0.0517241,3,55,60,37,0
6,"org.antlr.v4.runtime.atn.PredictionMode.hasSLLConflictTerminatingPrediction(org.antlr.v4.runtime.atn.PredictionMode,org.antlr.v4.runtime.atn.ATNConfigSet)",6_tnpu,8,82.5,Java,0,0,0,0,0,0,0,0,185.26,34.0909,15707.4,627.195,86,41,872.632,460.749,90.0292,52.6487,96.5252,56.4475,6,3,3,0,6,0.40625,13,1,0.40625,13,19,34,12,2
6,org.antlr.v4.runtime.misc.Array2DHashSet.removeFast(T),6_tnpu,7,128,Java,0,0,0,0,0,0,0,0,208.147,22.9091,13413.2,564.532,106,46,745.179,585.498,85.6882,50.1101,78.9762,46.1849,6,2,2,0,2,0.178571,5,1,0.178571,5,23,30,18,1
6,org.antlr.v4.test.runtime.java.api.TestTokenStreamRewriter.testToStringStartStop2(),6_tnpu,0,65,Java,0,0,0,0,0,0,0,0,380.057,32.8452,53469.5,1419.29,263,73,2970.53,1627.92,71.0118,41.5274,52.4126,30.6507,1,0,0,0,13,0.12,6,2,0.12,6,44,56,34,0
6,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",6_tnpu,11,172.5,Java,0,0,0,0,0,0,0,0,409.727,51.625,73763.2,1758.84,228,77,4097.96,1428.83,73.561,43.0181,48.5367,28.384,7,4,4,0,10,0.0526316,2,1,0.0526316,2,36,38,23,5
6,"org.apache.phoenix.expression.ModulusExpression.evaluate(org.apache.phoenix.schema.tuple.Tuple,org.apache.hadoop.hbase.io.ImmutableBytesWritable)",6_tnpu,4,28,Java,0,0,0,0,0,0,0,0,23.5098,3,99.6578,21.4952,10,10,5.53655,33.2193,134.756,78.8048,118.813,69.4813,1,0,0,1,0,0,0,0,0,0,3,3,1,2
6,org.apache.phoenix.flume.serializer.BaseEventSerializer.configure(org.apache.flume.Context),6_tnpu,9,148.5,Java,0,0,0,0,0,0,0,0,353.001,29.7763,45108.6,1267.18,248,69,2506.03,1514.91,70.9199,41.4736,43.8259,25.6292,8,2,2,0,9,0.0465116,2,2,0.0465116,2,41,48,31,1
6,org.apache.phoenix.flume.sink.PhoenixSink.process(),6_tnpu,17,73.5,Java,0,0,0,0,0,0,0,0,531.207,81.0667,159408,2939.95,300,94,8855.98,1966.38,61.3911,35.9012,29.758,17.4023,10,4,4,0,20,0.0434783,3,2,0.0434783,3,66,69,44,0
6,org.apache.phoenix.mapreduce.AbstractBulkLoadTool.parseOptions(java.lang.String[]),6_tnpu,5,24,Java,0,0,0,0,0,0,0,0,161.726,19.7647,11409.6,506.813,110,38,633.867,577.272,83.7756,48.9916,79.9084,46.73,6,1,1,0,2,0.235294,8,8,0.235294,8,26,33,15,1
6,org.hibernate.cfg.AbstractPropertyHolder.getOverriddenColumn(java.lang.String),6_tnpu,4,60.5,Java,0,0,0,0,0,0,0,0,88,15,3026.08,209.212,44,24,168.115,201.738,106.889,62.508,128.184,74.9615,4,2,2,0,1,0.816327,40,8,0.816327,40,9,42,5,1
6,org.hibernate.dialect.TimesTenDialect.TimesTenDialect(),6_tnpu,0,49,Java,0,0,0,0,0,0,0,0,436.834,9.44262,14464.4,593.654,243,79,803.577,1531.82,77.0015,45.0301,64.6989,37.8356,1,0,0,0,7,0.162162,6,4,0.162162,6,31,34,29,0
6,"org.hibernate.hql.spi.id.TableBasedUpdateHandlerImpl.execute(org.hibernate.engine.spi.SharedSessionContractImplementor,org.hibernate.engine.spi.QueryParameters)",6_tnpu,15,195,Java,0,0,0,0,0,0,0,0,414.646,68.9839,125308,2504.1,289,78,6961.55,1816.48,63.8966,37.3664,40.3383,23.5897,10,6,6,0,19,0.09375,6,2,0.09375,6,58,62,38,2
6,org.hibernate.id.SequenceValueExtractor.extractSequenceValue(org.hibernate.engine.spi.SessionImplementor),6_tnpu,4,31,Java,0,0,0,0,0,0,0,0,81.0965,13.6,1819.45,149.037,30,22,101.08,133.783,119.237,69.7291,125.98,73.6723,1,0,0,0,1,0.166667,1,1,0.0344828,1,5,5,3,1
6,"org.hibernate.pretty.MessageHelper.collectionInfoString(org.hibernate.persister.collection.CollectionPersister,org.hibernate.collection.spi.PersistentCollection,java.io.Serializable,org.hibernate.engine.spi.SharedSessionContractImplementor)",6_tnpu,14,177.5,Java,0,0,0,0,0,0,0,0,298.369,42.7143,39107.8,1152.15,155,60,2172.66,915.568,78.5278,45.9227,76.2272,44.5773,6,2,2,0,10,0.311111,14,12,0.311111,14,31,36,16,4
6,org.opencms.ade.sitemap.client.hoverbar.CmsHoverbarContextMenuButton.createContextMenu(org.opencms.ade.sitemap.client.hoverbar.CmsSitemapHoverbar),6_tnpu,0,46,Java,0,0,0,0,0,0,0,0,498.261,594.75,1153250,10997.2,305,82,64069.6,1939.05,72.4773,42.3844,41.2403,24.1171,1,0,0,0,32,0.025641,1,1,0.025641,1,38,41,27,1
6,"org.opencms.jlan.CmsJlanNetworkFile.seekFile(long,int)",6_tnpu,2,53,Java,0,0,0,0,0,0,0,0,155.431,27.3,11855.7,519.937,84,36,658.648,434.274,88.9456,52.015,84.5447,49.4413,5,2,2,0,4,0.192308,5,2,0.192308,5,21,31,11,2
6,org.opencms.main.CmsShell.execute(java.io.Reader),6_tnpu,25,107,Java,0,0,0,0,0,0,0,0,472.419,51.3333,73893.5,1760.91,224,86,4105.19,1439.48,68.053,39.7971,61.1462,35.758,12,4,4,0,4,0.298507,20,12,0.298507,20,47,59,31,1
6,"org.opencms.test.OpenCmsTestCase.generateContent(org.opencms.file.CmsObject,java.lang.String,int,double)",6_tnpu,0,64.5,Java,0,0,0,0,0,0,0,0,191.698,26.7647,12780.4,546.635,88,43,710.025,477.511,86.5476,50.6126,89.8951,52.5703,1,0,0,0,3,0.375,15,13,0.375,15,25,33,8,4
6,org.opencms.workplace.list.CmsListRadioMultiAction.buttonHtml(org.opencms.workplace.CmsWorkplace),6_tnpu,2,50.5,Java,0,0,0,0,0,0,0,0,200.51,20.3571,11558.4,511.209,104,44,642.133,567.781,82.7828,48.411,63.2059,36.9625,3,1,1,0,14,0.0645161,2,2,0.0645161,2,29,30,6,1
6,org.springframework.batch.container.jms.BatchMessageListenerContainerIntegrationTests.testFailureAndRecovery(),6_tnpu,8,36,Java,0,0,0,0,0,0,0,0,158.145,15.6923,5967.63,329.004,73,37,331.535,380.29,101.031,59.0826,98.705,57.7222,1,0,0,0,7,0.153846,2,2,0.0434783,2,11,11,8,0
6,org.springframework.batch.core.jsr.configuration.xml.JsrBeanDefinitionDocumentReaderTests.testArtifactUniqueness(),6_tnpu,0,120,Java,0.842105,1,2,2,0.733333,0.761905,22,16,286.841,15.8333,16509.7,648.376,178,58,917.208,1042.72,85.3109,49.8894,69.5339,40.6631,1,0,0,0,3,0.0869565,2,2,0.0869565,2,21,30,19,0
6,org.springframework.batch.item.database.ExtendedConnectionDataSourceProxyTests.testOperationWithDirectCloseCall(),6_tnpu,0,75.5,Java,0,0,0,0,0,0,0,0,191.698,35.9412,32374.4,1015.78,166,43,1798.58,900.76,83.2474,48.6827,74.0579,43.3087,1,0,0,0,11,0.166667,5,2,0.166667,5,25,31,23,0
6,org.springframework.batch.item.file.FlatFileItemReaderTests.testCustomRecordSeparatorMultilineBlankLineAfterEnd(),6_tnpu,4,53,Java,0,0,0,0,0,0,0,0,53.5635,9.16667,1198.99,112.861,32,17,66.6105,130.799,111.74,65.345,117.543,68.7387,1,0,0,0,2,0.2,2,2,0.111111,3,8,12,5,0
6,org.springframework.batch.item.xml.StaxEventItemWriterTests.initWriterForSimpleCallbackTests(),6_tnpu,4,268.5,Java,0.811321,1,4,2,0.852941,0.827586,29,24,63.3582,17.5,2554.08,186.849,35,18,141.893,145.947,109.262,63.896,105.56,61.7308,1,0,0,0,5,0.1,1,1,0.0333333,1,9,9,5,0
6,"org.totschnig.myexpenses.activity.MyExpenses.contribFeatureCalled(org.totschnig.myexpenses.model.ContribFeature,java.io.Serializable)",6_tnpu,10,192,Java,0,0,0,0,0,0,0,0,510.725,45.3378,62702,1578.29,212,92,3483.45,1383,71.3937,41.7507,44.5094,26.0289,8,2,2,0,17,0.0465116,2,2,0.0465116,2,41,41,21,2
6,"org.totschnig.myexpenses.sync.SyncAdapter.getContentProviderOperationsForCreate(org.totschnig.myexpenses.sync.json.TransactionChange,int,int)",6_tnpu,26,110,Java,0,0,0,0,0,0,0,0,632.905,81.3571,212547,3561.53,386,109,11808.2,2612.52,58.5973,34.2674,24.1924,14.1476,19,4,3,0,30,0.0307692,2,1,0.0307692,2,63,64,44,3
